date,month,year,category,supersector,employment
6/30/1997,Jun,1997,Goods-Producing,Construction,60.7
6/30/1997,Jun,1997,Government,Local Government,153
6/30/1997,Jun,1997,Government,Federal Government,20.4
6/30/1997,Jun,1997,Government,State Government,61.4
6/30/1997,Jun,1997,Service-Providing,Retail Trade,182.1
6/30/1997,Jun,1997,Service-Providing,Education and Health Services,176.2
6/30/1997,Jun,1997,Service-Providing,Information,34.5
6/30/1997,Jun,1997,Service-Providing,Transportation and Utilities,53.1
6/30/1997,Jun,1997,Service-Providing,Financial Activities,80.7
6/30/1997,Jun,1997,Service-Providing,Wholesale Trade,68
6/30/1997,Jun,1997,Service-Providing,Professional and Business Services,99.3
6/30/1997,Jun,1997,Service-Providing,Leisure and Hospitality,120.8
6/30/1997,Jun,1997,Service-Providing,Other Services,54.5
7/31/1997,Jul,1997,Goods-Producing,Manufacturing,239.1
7/31/1997,Jul,1997,Goods-Producing,Mining and Logging,2.1
7/31/1997,Jul,1997,Goods-Producing,Construction,61
7/31/1997,Jul,1997,Government,Local Government,153.1
7/31/1997,Jul,1997,Government,State Government,61.4
7/31/1997,Jul,1997,Government,Federal Government,20.4
7/31/1997,Jul,1997,Service-Providing,Leisure and Hospitality,122.3
7/31/1997,Jul,1997,Service-Providing,Wholesale Trade,68.8
7/31/1997,Jul,1997,Service-Providing,Transportation and Utilities,53.1
7/31/1997,Jul,1997,Service-Providing,Financial Activities,81.4
7/31/1997,Jul,1997,Service-Providing,Education and Health Services,176.4
7/31/1997,Jul,1997,Service-Providing,Other Services,54.3
7/31/1997,Jul,1997,Service-Providing,Retail Trade,181.9
7/31/1997,Jul,1997,Service-Providing,Professional and Business Services,99.9
7/31/1997,Jul,1997,Service-Providing,Information,34.6
8/31/1997,Aug,1997,Goods-Producing,Construction,60.8
8/31/1997,Aug,1997,Goods-Producing,Mining and Logging,2
8/31/1997,Aug,1997,Goods-Producing,Manufacturing,240.6
8/31/1997,Aug,1997,Government,State Government,61.8
8/31/1997,Aug,1997,Government,Federal Government,20.4
8/31/1997,Aug,1997,Government,Local Government,153.5
8/31/1997,Aug,1997,Service-Providing,Transportation and Utilities,50.4
8/31/1997,Aug,1997,Service-Providing,Information,34.7
8/31/1997,Aug,1997,Service-Providing,Education and Health Services,176.6
8/31/1997,Aug,1997,Service-Providing,Other Services,54
8/31/1997,Aug,1997,Service-Providing,Leisure and Hospitality,122.2
8/31/1997,Aug,1997,Service-Providing,Wholesale Trade,68.8
8/31/1997,Aug,1997,Service-Providing,Professional and Business Services,99.7
8/31/1997,Aug,1997,Service-Providing,Financial Activities,81.9
8/31/1997,Aug,1997,Service-Providing,Retail Trade,181.6
9/30/1997,Sep,1997,Goods-Producing,Construction,61
9/30/1997,Sep,1997,Goods-Producing,Manufacturing,240.7
9/30/1997,Sep,1997,Goods-Producing,Mining and Logging,2.1
9/30/1997,Sep,1997,Government,Federal Government,20.3
9/30/1997,Sep,1997,Government,Local Government,153.2
9/30/1997,Sep,1997,Government,State Government,61.5
9/30/1997,Sep,1997,Service-Providing,Retail Trade,181.8
9/30/1997,Sep,1997,Service-Providing,Transportation and Utilities,53
9/30/1997,Sep,1997,Service-Providing,Professional and Business Services,99.6
9/30/1997,Sep,1997,Service-Providing,Information,34.7
9/30/1997,Sep,1997,Service-Providing,Leisure and Hospitality,122.8
9/30/1997,Sep,1997,Service-Providing,Education and Health Services,176.1
9/30/1997,Sep,1997,Service-Providing,Other Services,54.3
9/30/1997,Sep,1997,Service-Providing,Wholesale Trade,68.5
9/30/1997,Sep,1997,Service-Providing,Financial Activities,82
10/31/1997,Oct,1997,Goods-Producing,Construction,60.4
10/31/1997,Oct,1997,Goods-Producing,Manufacturing,241.5
10/31/1997,Oct,1997,Goods-Producing,Mining and Logging,2.1
10/31/1997,Oct,1997,Government,Local Government,153.3
10/31/1997,Oct,1997,Government,State Government,61.9
10/31/1997,Oct,1997,Government,Federal Government,20.3
10/31/1997,Oct,1997,Service-Providing,Other Services,54.2
10/31/1997,Oct,1997,Service-Providing,Education and Health Services,177.4
10/31/1997,Oct,1997,Service-Providing,Financial Activities,83.4
10/31/1997,Oct,1997,Service-Providing,Retail Trade,181.4
10/31/1997,Oct,1997,Service-Providing,Transportation and Utilities,53.3
10/31/1997,Oct,1997,Service-Providing,Leisure and Hospitality,122.3
10/31/1997,Oct,1997,Service-Providing,Information,34.8
10/31/1997,Oct,1997,Service-Providing,Wholesale Trade,69.1
10/31/1997,Oct,1997,Service-Providing,Professional and Business Services,101.1
11/30/1997,Nov,1997,Goods-Producing,Construction,60.7
11/30/1997,Nov,1997,Goods-Producing,Manufacturing,242.3
11/30/1997,Nov,1997,Goods-Producing,Mining and Logging,2.1
11/30/1997,Nov,1997,Government,Federal Government,20.3
11/30/1997,Nov,1997,Government,Local Government,153
11/30/1997,Nov,1997,Government,State Government,61.6
11/30/1997,Nov,1997,Service-Providing,Retail Trade,182.5
11/30/1997,Nov,1997,Service-Providing,Transportation and Utilities,53.5
11/30/1997,Nov,1997,Service-Providing,Leisure and Hospitality,121.8
11/30/1997,Nov,1997,Service-Providing,Other Services,53.8
11/30/1997,Nov,1997,Service-Providing,Information,34.8
11/30/1997,Nov,1997,Service-Providing,Professional and Business Services,101.6
11/30/1997,Nov,1997,Service-Providing,Wholesale Trade,69
11/30/1997,Nov,1997,Service-Providing,Education and Health Services,177.7
11/30/1997,Nov,1997,Service-Providing,Financial Activities,83.7
12/31/1997,Dec,1997,Goods-Producing,Manufacturing,242.7
12/31/1997,Dec,1997,Goods-Producing,Construction,60.7
12/31/1997,Dec,1997,Goods-Producing,Mining and Logging,2.1
12/31/1997,Dec,1997,Government,State Government,61.7
12/31/1997,Dec,1997,Government,Local Government,153.7
12/31/1997,Dec,1997,Government,Federal Government,20.5
12/31/1997,Dec,1997,Service-Providing,Wholesale Trade,69
12/31/1997,Dec,1997,Service-Providing,Financial Activities,84
12/31/1997,Dec,1997,Service-Providing,Professional and Business Services,102.1
12/31/1997,Dec,1997,Service-Providing,Information,35
12/31/1997,Dec,1997,Service-Providing,Education and Health Services,178
12/31/1997,Dec,1997,Service-Providing,Other Services,54.1
12/31/1997,Dec,1997,Service-Providing,Leisure and Hospitality,122.4
12/31/1997,Dec,1997,Service-Providing,Transportation and Utilities,53.7
12/31/1997,Dec,1997,Service-Providing,Retail Trade,184.9
1/31/1998,Jan,1998,Goods-Producing,Construction,61
1/31/1998,Jan,1998,Goods-Producing,Mining and Logging,2.1
1/31/1998,Jan,1998,Goods-Producing,Manufacturing,244.5
1/31/1998,Jan,1998,Government,Local Government,153.8
1/31/1998,Jan,1998,Government,Federal Government,20.3
1/31/1998,Jan,1998,Government,State Government,61.7
1/31/1998,Jan,1998,Service-Providing,Information,35.1
1/31/1998,Jan,1998,Service-Providing,Wholesale Trade,69.8
1/31/1998,Jan,1998,Service-Providing,Professional and Business Services,102.5
1/31/1998,Jan,1998,Service-Providing,Financial Activities,84.7
1/31/1998,Jan,1998,Service-Providing,Leisure and Hospitality,123.9
1/31/1998,Jan,1998,Service-Providing,Retail Trade,181.7
1/31/1998,Jan,1998,Service-Providing,Transportation and Utilities,54.3
1/31/1998,Jan,1998,Service-Providing,Other Services,54.7
1/31/1998,Jan,1998,Service-Providing,Education and Health Services,177.8
2/28/1998,Feb,1998,Goods-Producing,Manufacturing,246.1
2/28/1998,Feb,1998,Goods-Producing,Mining and Logging,2.1
2/28/1998,Feb,1998,Goods-Producing,Construction,62.2
2/28/1998,Feb,1998,Government,Federal Government,20.1
2/28/1998,Feb,1998,Government,Local Government,154.1
2/28/1998,Feb,1998,Government,State Government,61.2
2/28/1998,Feb,1998,Service-Providing,Leisure and Hospitality,124.2
2/28/1998,Feb,1998,Service-Providing,Other Services,54.7
2/28/1998,Feb,1998,Service-Providing,Retail Trade,181.5
2/28/1998,Feb,1998,Service-Providing,Wholesale Trade,69.5
2/28/1998,Feb,1998,Service-Providing,Financial Activities,84.8
2/28/1998,Feb,1998,Service-Providing,Information,35.1
2/28/1998,Feb,1998,Service-Providing,Professional and Business Services,103.7
2/28/1998,Feb,1998,Service-Providing,Transportation and Utilities,54.2
2/28/1998,Feb,1998,Service-Providing,Education and Health Services,178
3/31/1998,Mar,1998,Goods-Producing,Mining and Logging,2.1
3/31/1998,Mar,1998,Goods-Producing,Manufacturing,246.7
3/31/1998,Mar,1998,Goods-Producing,Construction,60.9
3/31/1998,Mar,1998,Government,Local Government,153.7
3/31/1998,Mar,1998,Government,State Government,61.2
3/31/1998,Mar,1998,Government,Federal Government,20.1
3/31/1998,Mar,1998,Service-Providing,Retail Trade,181.6
3/31/1998,Mar,1998,Service-Providing,Wholesale Trade,69.2
3/31/1998,Mar,1998,Service-Providing,Professional and Business Services,104
3/31/1998,Mar,1998,Service-Providing,Other Services,54.7
3/31/1998,Mar,1998,Service-Providing,Leisure and Hospitality,123.7
3/31/1998,Mar,1998,Service-Providing,Transportation and Utilities,54.5
3/31/1998,Mar,1998,Service-Providing,Financial Activities,84.8
3/31/1998,Mar,1998,Service-Providing,Information,35.2
3/31/1998,Mar,1998,Service-Providing,Education and Health Services,177.7
4/30/1998,Apr,1998,Goods-Producing,Mining and Logging,2.1
4/30/1998,Apr,1998,Goods-Producing,Construction,61.3
4/30/1998,Apr,1998,Goods-Producing,Manufacturing,250
4/30/1998,Apr,1998,Government,State Government,61.3
4/30/1998,Apr,1998,Government,Local Government,153.4
4/30/1998,Apr,1998,Government,Federal Government,19.9
4/30/1998,Apr,1998,Service-Providing,Other Services,55
4/30/1998,Apr,1998,Service-Providing,Professional and Business Services,103.6
4/30/1998,Apr,1998,Service-Providing,Financial Activities,85.8
4/30/1998,Apr,1998,Service-Providing,Leisure and Hospitality,123.9
4/30/1998,Apr,1998,Service-Providing,Education and Health Services,176.7
4/30/1998,Apr,1998,Service-Providing,Wholesale Trade,68.9
4/30/1998,Apr,1998,Service-Providing,Retail Trade,182
4/30/1998,Apr,1998,Service-Providing,Transportation and Utilities,54.7
4/30/1998,Apr,1998,Service-Providing,Information,35.5
5/31/1998,May,1998,Goods-Producing,Mining and Logging,2.1
5/31/1998,May,1998,Goods-Producing,Manufacturing,250.8
5/31/1998,May,1998,Goods-Producing,Construction,62.4
5/31/1998,May,1998,Government,State Government,61.6
5/31/1998,May,1998,Government,Federal Government,20.1
5/31/1998,May,1998,Government,Local Government,154
5/31/1998,May,1998,Service-Providing,Financial Activities,86.1
5/31/1998,May,1998,Service-Providing,Other Services,55.2
5/31/1998,May,1998,Service-Providing,Wholesale Trade,69.3
5/31/1998,May,1998,Service-Providing,Retail Trade,183.5
5/31/1998,May,1998,Service-Providing,Professional and Business Services,104.4
5/31/1998,May,1998,Service-Providing,Information,35.6
5/31/1998,May,1998,Service-Providing,Education and Health Services,176.3
5/31/1998,May,1998,Service-Providing,Leisure and Hospitality,124.7
5/31/1998,May,1998,Service-Providing,Transportation and Utilities,54.9
6/30/1998,Jun,1998,Goods-Producing,Mining and Logging,2.2
6/30/1998,Jun,1998,Goods-Producing,Manufacturing,251.6
6/30/1998,Jun,1998,Goods-Producing,Construction,63.2
6/30/1998,Jun,1998,Government,Local Government,154
6/30/1998,Jun,1998,Government,Federal Government,20.1
6/30/1998,Jun,1998,Government,State Government,61.4
6/30/1998,Jun,1998,Service-Providing,Leisure and Hospitality,124.2
6/30/1998,Jun,1998,Service-Providing,Transportation and Utilities,55
6/30/1998,Jun,1998,Service-Providing,Retail Trade,184.4
6/30/1998,Jun,1998,Service-Providing,Other Services,55.4
6/30/1998,Jun,1998,Service-Providing,Education and Health Services,175.9
6/30/1998,Jun,1998,Service-Providing,Wholesale Trade,69.5
6/30/1998,Jun,1998,Service-Providing,Professional and Business Services,105.7
6/30/1998,Jun,1998,Service-Providing,Financial Activities,86.7
6/30/1998,Jun,1998,Service-Providing,Information,35.8
7/31/1998,Jul,1998,Goods-Producing,Construction,63.9
7/31/1998,Jul,1998,Goods-Producing,Manufacturing,252.5
7/31/1998,Jul,1998,Goods-Producing,Mining and Logging,2.2
7/31/1998,Jul,1998,Government,Local Government,154.9
7/31/1998,Jul,1998,Government,State Government,61.5
7/31/1998,Jul,1998,Government,Federal Government,20
7/31/1998,Jul,1998,Service-Providing,Financial Activities,86.8
7/31/1998,Jul,1998,Service-Providing,Other Services,55.6
7/31/1998,Jul,1998,Service-Providing,Transportation and Utilities,55.2
7/31/1998,Jul,1998,Service-Providing,Leisure and Hospitality,123.6
7/31/1998,Jul,1998,Service-Providing,Information,35.6
7/31/1998,Jul,1998,Service-Providing,Professional and Business Services,104.5
7/31/1998,Jul,1998,Service-Providing,Education and Health Services,175.1
7/31/1998,Jul,1998,Service-Providing,Wholesale Trade,70.4
7/31/1998,Jul,1998,Service-Providing,Retail Trade,183.6
8/31/1998,Aug,1998,Goods-Producing,Construction,64.5
8/31/1998,Aug,1998,Goods-Producing,Manufacturing,253.8
8/31/1998,Aug,1998,Goods-Producing,Mining and Logging,2.2
8/31/1998,Aug,1998,Government,Federal Government,20
8/31/1998,Aug,1998,Government,Local Government,154.6
8/31/1998,Aug,1998,Government,State Government,61.4
8/31/1998,Aug,1998,Service-Providing,Leisure and Hospitality,123.7
8/31/1998,Aug,1998,Service-Providing,Information,35.7
8/31/1998,Aug,1998,Service-Providing,Wholesale Trade,68.9
8/31/1998,Aug,1998,Service-Providing,Other Services,55.7
8/31/1998,Aug,1998,Service-Providing,Financial Activities,87.2
8/31/1998,Aug,1998,Service-Providing,Education and Health Services,174.5
8/31/1998,Aug,1998,Service-Providing,Professional and Business Services,104.4
8/31/1998,Aug,1998,Service-Providing,Transportation and Utilities,55.3
8/31/1998,Aug,1998,Service-Providing,Retail Trade,185.5
9/30/1998,Sep,1998,Goods-Producing,Manufacturing,253.4
9/30/1998,Sep,1998,Goods-Producing,Mining and Logging,2.2
9/30/1998,Sep,1998,Goods-Producing,Construction,64.3
9/30/1998,Sep,1998,Government,Federal Government,20.1
9/30/1998,Sep,1998,Government,Local Government,155.1
9/30/1998,Sep,1998,Government,State Government,62.4
9/30/1998,Sep,1998,Service-Providing,Leisure and Hospitality,124
9/30/1998,Sep,1998,Service-Providing,Information,35.6
9/30/1998,Sep,1998,Service-Providing,Transportation and Utilities,55.6
9/30/1998,Sep,1998,Service-Providing,Education and Health Services,173.1
9/30/1998,Sep,1998,Service-Providing,Other Services,55.6
9/30/1998,Sep,1998,Service-Providing,Financial Activities,87.3
9/30/1998,Sep,1998,Service-Providing,Professional and Business Services,104.1
9/30/1998,Sep,1998,Service-Providing,Wholesale Trade,69.5
9/30/1998,Sep,1998,Service-Providing,Retail Trade,185.5
10/31/1998,Oct,1998,Goods-Producing,Manufacturing,253.9
10/31/1998,Oct,1998,Goods-Producing,Mining and Logging,2.2
10/31/1998,Oct,1998,Goods-Producing,Construction,64.8
10/31/1998,Oct,1998,Government,Federal Government,20.1
10/31/1998,Oct,1998,Government,Local Government,154.8
10/31/1998,Oct,1998,Government,State Government,61.6
10/31/1998,Oct,1998,Service-Providing,Financial Activities,87.1
10/31/1998,Oct,1998,Service-Providing,Wholesale Trade,69.1
10/31/1998,Oct,1998,Service-Providing,Professional and Business Services,104.2
10/31/1998,Oct,1998,Service-Providing,Other Services,55.6
10/31/1998,Oct,1998,Service-Providing,Transportation and Utilities,55.6
10/31/1998,Oct,1998,Service-Providing,Leisure and Hospitality,124.1
10/31/1998,Oct,1998,Service-Providing,Retail Trade,186.9
10/31/1998,Oct,1998,Service-Providing,Education and Health Services,175.1
10/31/1998,Oct,1998,Service-Providing,Information,36
11/30/1998,Nov,1998,Goods-Producing,Construction,65
11/30/1998,Nov,1998,Goods-Producing,Mining and Logging,2.2
11/30/1998,Nov,1998,Goods-Producing,Manufacturing,253.6
11/30/1998,Nov,1998,Government,Local Government,155.3
11/30/1998,Nov,1998,Government,Federal Government,20.2
11/30/1998,Nov,1998,Government,State Government,62.1
11/30/1998,Nov,1998,Service-Providing,Retail Trade,186
11/30/1998,Nov,1998,Service-Providing,Education and Health Services,175.7
11/30/1998,Nov,1998,Service-Providing,Transportation and Utilities,55.6
11/30/1998,Nov,1998,Service-Providing,Financial Activities,87
11/30/1998,Nov,1998,Service-Providing,Information,36.5
11/30/1998,Nov,1998,Service-Providing,Leisure and Hospitality,124.2
11/30/1998,Nov,1998,Service-Providing,Other Services,55.7
11/30/1998,Nov,1998,Service-Providing,Wholesale Trade,69.4
11/30/1998,Nov,1998,Service-Providing,Professional and Business Services,104.5
12/31/1998,Dec,1998,Goods-Producing,Manufacturing,254.3
12/31/1998,Dec,1998,Goods-Producing,Mining and Logging,2.2
12/31/1998,Dec,1998,Goods-Producing,Construction,66.2
12/31/1998,Dec,1998,Government,State Government,62.3
12/31/1998,Dec,1998,Government,Federal Government,20.2
12/31/1998,Dec,1998,Government,Local Government,155.4
12/31/1998,Dec,1998,Service-Providing,Retail Trade,187.7
12/31/1998,Dec,1998,Service-Providing,Other Services,55.8
12/31/1998,Dec,1998,Service-Providing,Wholesale Trade,69.4
12/31/1998,Dec,1998,Service-Providing,Education and Health Services,176.1
12/31/1998,Dec,1998,Service-Providing,Information,36.5
12/31/1998,Dec,1998,Service-Providing,Transportation and Utilities,55.7
12/31/1998,Dec,1998,Service-Providing,Leisure and Hospitality,125.1
12/31/1998,Dec,1998,Service-Providing,Financial Activities,87.2
12/31/1998,Dec,1998,Service-Providing,Professional and Business Services,105
1/31/1999,Jan,1999,Goods-Producing,Construction,63.4
